times,type,counts
2013-08-24,IssueCommentEvent,11509
2013-08-25,IssueCommentEvent,11567
2013-08-25,PublicEvent,150
2013-08-25,PushEvent,85148
2013-08-25,IssuesEvent,7988
2013-08-25,ReleaseEvent,349
2013-08-25,GistEvent,2394
2013-08-25,DeleteEvent,2205
2013-08-25,WatchEvent,15442
2013-08-25,PullRequestEvent,4814
2013-08-25,GollumEvent,2528
2013-08-25,CommitCommentEvent,1261
2013-08-25,MemberEvent,426
2013-08-25,FollowEvent,6152
2013-08-25,PullRequestReviewCommentEvent,1142
2013-08-25,CreateEvent,21180
2013-08-25,ForkEvent,6609
2013-08-26,PublicEvent,214
2013-08-26,DeleteEvent,2909
2013-08-26,MemberEvent,873
2013-08-26,PushEvent,118936
2013-08-26,ReleaseEvent,357
2013-08-26,PullRequestEvent,9765
2013-08-26,IssuesEvent,13713
2013-08-26,WatchEvent,23221
2013-08-26,IssueCommentEvent,22552
2013-08-26,GollumEvent,3749
2013-08-26,GistEvent,3458
2013-08-26,CreateEvent,28921
2013-08-26,ForkEvent,9818
2013-08-26,FollowEvent,7425
2013-08-26,CommitCommentEvent,2183
2013-08-26,PullRequestReviewCommentEvent,3036
2013-08-27,FollowEvent,7821
2013-08-27,GistEvent,4030
2013-08-27,PullRequestEvent,10874
2013-08-27,WatchEvent,26086
2013-08-27,ReleaseEvent,433
2013-08-27,DeleteEvent,3004
2013-08-27,PullRequestReviewCommentEvent,3158
2013-08-27,IssuesEvent,15274
2013-08-27,PushEvent,128661
2013-08-27,GollumEvent,4114
2013-08-27,IssueCommentEvent,24018
2013-08-27,CommitCommentEvent,2284
2013-08-27,ForkEvent,11173
2013-08-27,PublicEvent,248
2013-08-27,CreateEvent,32070
2013-08-27,MemberEvent,1121
2013-08-28,PublicEvent,245
2013-08-28,IssuesEvent,14014
2013-08-28,DeleteEvent,3037
2013-08-28,PullRequestReviewCommentEvent,3386
2013-08-28,MemberEvent,1031
2013-08-28,IssueCommentEvent,23189
2013-08-28,CreateEvent,32353
2013-08-28,FollowEvent,7613
2013-08-28,CommitCommentEvent,2456
2013-08-28,GollumEvent,4123
2013-08-28,ForkEvent,10909
2013-08-28,ReleaseEvent,369
2013-08-28,WatchEvent,25377
2013-08-28,PushEvent,128903
2013-08-28,PullRequestEvent,11129
2013-08-28,GistEvent,4003
2013-08-29,IssueCommentEvent,22828
2013-08-29,CommitCommentEvent,2703
2013-08-29,PushEvent,129028
2013-08-29,FollowEvent,7357
2013-08-29,DeleteEvent,3194
2013-08-29,GistEvent,3635
2013-08-29,CreateEvent,31065
2013-08-29,PullRequestReviewCommentEvent,3106
2013-08-29,MemberEvent,1084
2013-08-29,IssuesEvent,13762
2013-08-29,PublicEvent,243
2013-08-29,ForkEvent,10999
2013-08-29,ReleaseEvent,378
2013-08-29,PullRequestEvent,10937
2013-08-29,GollumEvent,4044
2013-08-29,WatchEvent,25118
2013-08-30,PublicEvent,189
2013-08-30,ForkEvent,9953
2013-08-30,DeleteEvent,2882
2013-08-30,CommitCommentEvent,2034
2013-08-30,IssuesEvent,12357
2013-08-30,PullRequestEvent,10134
2013-08-30,FollowEvent,5451
2013-08-30,WatchEvent,22964
2013-08-30,IssueCommentEvent,20715
2013-08-30,PullRequestReviewCommentEvent,2787
2013-08-30,ReleaseEvent,454
2013-08-30,MemberEvent,983
2013-08-30,PushEvent,118532
2013-08-30,GollumEvent,3557
2013-08-30,CreateEvent,29293
2013-08-30,GistEvent,3382
2013-08-31,IssuesEvent,7863
2013-08-31,CommitCommentEvent,1177
2013-08-31,CreateEvent,21800
2013-08-31,DeleteEvent,1967
2013-08-31,PushEvent,76722
2013-08-31,GistEvent,2034
2013-08-31,PullRequestEvent,4742
2013-08-31,IssueCommentEvent,11354
2013-08-31,PublicEvent,136
2013-08-31,MemberEvent,531
2013-08-31,ReleaseEvent,252
2013-08-31,GollumEvent,2278
2013-08-31,WatchEvent,14919
2013-08-31,ForkEvent,6001
2013-08-31,FollowEvent,3058
2013-08-31,PullRequestReviewCommentEvent,793
2013-09-01,ReleaseEvent,391
2013-09-01,CommitCommentEvent,1158
2013-09-01,MemberEvent,486
2013-09-01,IssueCommentEvent,11720
2013-09-01,GollumEvent,2395
2013-09-01,ForkEvent,6052
2013-09-01,GistEvent,1995
2013-09-01,PushEvent,83685
2013-09-01,PullRequestEvent,4943
2013-09-01,FollowEvent,2931
2013-09-01,PublicEvent,126
2013-09-01,DeleteEvent,1931
2013-09-01,WatchEvent,15024
2013-09-01,CreateEvent,21093
2013-09-01,PullRequestReviewCommentEvent,1098
2013-09-01,IssuesEvent,7792
2013-09-02,FollowEvent,4270
2013-09-02,GollumEvent,2933
2013-09-02,CommitCommentEvent,1840
2013-09-02,IssuesEvent,11738
2013-09-02,CreateEvent,28336
2013-09-02,ReleaseEvent,441
2013-09-02,WatchEvent,22690
2013-09-02,GistEvent,3467
2013-09-02,PullRequestEvent,8456
2013-09-02,DeleteEvent,2607
2013-09-02,PublicEvent,205
2013-09-02,ForkEvent,8843
2013-09-02,PushEvent,111808
2013-09-02,IssueCommentEvent,18065
2013-09-02,MemberEvent,847
2013-09-02,PullRequestReviewCommentEvent,2071
2013-09-03,ReleaseEvent,433
2013-09-03,PullRequestEvent,10426
2013-09-03,PullRequestReviewCommentEvent,3218
2013-09-03,PublicEvent,200
2013-09-03,CommitCommentEvent,2433
2013-09-03,GistEvent,3948
2013-09-03,CreateEvent,31934
2013-09-03,DeleteEvent,2957
2013-09-03,WatchEvent,24828
2013-09-03,ForkEvent,10068
2013-09-03,PushEvent,128140
2013-09-03,IssueCommentEvent,24260
2013-09-03,IssuesEvent,14625
2013-09-03,FollowEvent,5724
2013-09-03,GollumEvent,3798
2013-09-03,MemberEvent,1220
2013-09-04,ForkEvent,10025
2013-09-04,MemberEvent,1235
2013-09-04,WatchEvent,24062
2013-09-04,ReleaseEvent,380
2013-09-04,GollumEvent,3939
2013-09-04,GistEvent,3805
2013-09-04,IssuesEvent,16002
2013-09-04,FollowEvent,5778
2013-09-04,CreateEvent,33939
2013-09-04,PullRequestReviewCommentEvent,3098
2013-09-04,DeleteEvent,2950
2013-09-04,PushEvent,130558
2013-09-04,PublicEvent,285
2013-09-04,PullRequestEvent,11035
2013-09-04,CommitCommentEvent,2584
2013-09-04,IssueCommentEvent,25892
2013-09-05,DeleteEvent,2829
2013-09-05,WatchEvent,24470
2013-09-05,MemberEvent,1251
2013-09-05,GistEvent,3851
2013-09-05,PublicEvent,217
2013-09-05,GollumEvent,3840
2013-09-05,ReleaseEvent,437
2013-09-05,IssuesEvent,15555
2013-09-05,ForkEvent,10232
2013-09-05,CreateEvent,34148
2013-09-05,PushEvent,128955
2013-09-05,PullRequestReviewCommentEvent,3224
2013-09-05,CommitCommentEvent,2438
2013-09-05,PullRequestEvent,11089
2013-09-05,IssueCommentEvent,24858
2013-09-05,FollowEvent,5206
2013-09-06,PullRequestEvent,9702
2013-09-06,GistEvent,3250
2013-09-06,GollumEvent,3536
2013-09-06,IssuesEvent,11754
2013-09-06,CreateEvent,31350
2013-09-06,CommitCommentEvent,1911
2013-09-06,ForkEvent,8977
2013-09-06,DeleteEvent,2600
2013-09-06,PushEvent,117074
2013-09-06,IssueCommentEvent,20056
2013-09-06,ReleaseEvent,313
2013-09-06,FollowEvent,5035
2013-09-06,WatchEvent,21023
2013-09-06,PublicEvent,196
2013-09-06,PullRequestReviewCommentEvent,3060
2013-09-06,MemberEvent,1091
2013-09-07,MemberEvent,1075
2013-09-07,PullRequestReviewCommentEvent,1146
2013-09-07,PushEvent,87333
2013-09-07,GollumEvent,2353
2013-09-07,DeleteEvent,2007
2013-09-07,IssuesEvent,11246
2013-09-07,WatchEvent,14174
2013-09-07,IssueCommentEvent,25571
2013-09-07,FollowEvent,2944
2013-09-07,PublicEvent,152
2013-09-07,ReleaseEvent,293
2013-09-07,GistEvent,2435
2013-09-07,ForkEvent,5872
2013-09-07,PullRequestEvent,5243
2013-09-07,CreateEvent,23205
2013-09-07,CommitCommentEvent,1145
2013-09-08,IssueCommentEvent,11936
2013-09-08,ForkEvent,5657
2013-09-08,CommitCommentEvent,1139
2013-09-08,FollowEvent,3177
2013-09-08,IssuesEvent,8332
2013-09-08,CreateEvent,23531
2013-09-08,PublicEvent,145
2013-09-08,PullRequestEvent,5139
2013-09-08,GistEvent,2080
2013-09-08,MemberEvent,620
2013-09-08,PullRequestReviewCommentEvent,1064
2013-09-08,ReleaseEvent,296
2013-09-08,PushEvent,97238
2013-09-08,GollumEvent,2623
2013-09-08,WatchEvent,14387
2013-09-08,DeleteEvent,2051
2013-09-09,CreateEvent,34003
2013-09-09,DeleteEvent,3081
2013-09-09,PullRequestEvent,10146
2013-09-09,ForkEvent,9562
2013-09-09,IssueCommentEvent,40472
2013-09-09,IssuesEvent,32921
2013-09-09,GollumEvent,3826
2013-09-09,WatchEvent,23217
2013-09-09,FollowEvent,4759
2013-09-09,PublicEvent,294
2013-09-09,GistEvent,3530
2013-09-09,ReleaseEvent,361
2013-09-09,CommitCommentEvent,2087
2013-09-09,PushEvent,128752
2013-09-09,PullRequestReviewCommentEvent,2859
2013-09-09,MemberEvent,1361
2013-09-10,ReleaseEvent,467
2013-09-10,WatchEvent,22679
2013-09-10,CommitCommentEvent,2463
2013-09-10,IssuesEvent,13547
2013-09-10,PullRequestReviewCommentEvent,2862
2013-09-10,DeleteEvent,2788
2013-09-10,IssueCommentEvent,23794
2013-09-10,CreateEvent,34083
2013-09-10,ForkEvent,9912
2013-09-10,GollumEvent,4344
2013-09-10,PullRequestEvent,10832
2013-09-10,MemberEvent,1392
2013-09-10,PublicEvent,225
2013-09-10,GistEvent,3640
2013-09-10,PushEvent,134507
2013-09-10,FollowEvent,5452
2013-09-11,IssuesEvent,15938
2013-09-11,CommitCommentEvent,2486
2013-09-11,PushEvent,135664
2013-09-11,FollowEvent,5191
2013-09-11,GollumEvent,4306
2013-09-11,DeleteEvent,3149
2013-09-11,IssueCommentEvent,27096
2013-09-11,WatchEvent,22572
2013-09-11,ReleaseEvent,386
2013-09-11,MemberEvent,1339
2013-09-11,PullRequestReviewCommentEvent,3241
2013-09-11,PublicEvent,355
2013-09-11,ForkEvent,9919
2013-09-11,CreateEvent,34762
2013-09-11,PullRequestEvent,11146
2013-09-11,GistEvent,3574
2013-09-12,ForkEvent,9717
2013-09-12,IssuesEvent,15764
2013-09-12,MemberEvent,1451
2013-09-12,ReleaseEvent,498
2013-09-12,CreateEvent,32676
2013-09-12,DeleteEvent,2981
2013-09-12,CommitCommentEvent,2390
2013-09-12,IssueCommentEvent,23133
2013-09-12,PullRequestEvent,10793
2013-09-12,PullRequestReviewCommentEvent,3239
2013-09-12,GistEvent,4481
2013-09-12,WatchEvent,22264
2013-09-12,PushEvent,130893
2013-09-12,GollumEvent,4164
2013-09-12,PublicEvent,270
2013-09-12,FollowEvent,5070
2013-09-13,CommitCommentEvent,2328
2013-09-13,ForkEvent,9149
2013-09-13,WatchEvent,22646
2013-09-13,FollowEvent,4973
2013-09-13,DeleteEvent,2640
2013-09-13,IssueCommentEvent,21966
2013-09-13,MemberEvent,1225
2013-09-13,PushEvent,126595
2013-09-13,PullRequestReviewCommentEvent,2918
2013-09-13,IssuesEvent,13172
2013-09-13,CreateEvent,30096
2013-09-13,GollumEvent,4032
2013-09-13,PullRequestEvent,10138
2013-09-13,ReleaseEvent,517
2013-09-13,GistEvent,3047
2013-09-13,PublicEvent,205
2013-09-14,FollowEvent,3327
2013-09-14,CreateEvent,18623
2013-09-14,PullRequestEvent,5416
2013-09-14,PullRequestReviewCommentEvent,978
2013-09-14,CommitCommentEvent,1284
2013-09-14,PublicEvent,117
2013-09-14,PushEvent,86009
2013-09-14,IssuesEvent,12748
2013-09-14,ForkEvent,5853
2013-09-14,MemberEvent,747
2013-09-14,IssueCommentEvent,19207
2013-09-14,ReleaseEvent,314
2013-09-14,GistEvent,2160
2013-09-14,GollumEvent,2580
2013-09-14,WatchEvent,15054
2013-09-14,DeleteEvent,1209
2013-09-15,PushEvent,93417
2013-09-15,IssuesEvent,9581
2013-09-15,CreateEvent,19728
2013-09-15,GollumEvent,3157
2013-09-15,DeleteEvent,1236
2013-09-15,PullRequestEvent,5195
2013-09-15,IssueCommentEvent,13317
2013-09-15,PublicEvent,138
2013-09-15,WatchEvent,15524
2013-09-15,ForkEvent,5931
2013-09-15,ReleaseEvent,321
2013-09-15,MemberEvent,592
2013-09-15,PullRequestReviewCommentEvent,1280
2013-09-15,CommitCommentEvent,1477
2013-09-15,FollowEvent,3695
2013-09-15,GistEvent,2128
2013-09-16,MemberEvent,1177
2013-09-16,DeleteEvent,2300
2013-09-16,IssuesEvent,17510
2013-09-16,CreateEvent,29161
2013-09-16,PullRequestEvent,10528
2013-09-16,IssueCommentEvent,23247
2013-09-16,WatchEvent,24266
2013-09-16,GistEvent,3582
2013-09-16,GollumEvent,4251
2013-09-16,CommitCommentEvent,2316
2013-09-16,ReleaseEvent,504
2013-09-16,FollowEvent,7961
2013-09-16,PullRequestReviewCommentEvent,3244
2013-09-16,PublicEvent,286
2013-09-16,ForkEvent,10281
2013-09-16,PushEvent,130581
2013-09-17,ReleaseEvent,449
2013-09-17,PullRequestReviewCommentEvent,3119
2013-09-17,GistEvent,3746
2013-09-17,PullRequestEvent,11231
2013-09-17,WatchEvent,24536
2013-09-17,PublicEvent,317
2013-09-17,IssueCommentEvent,23220
2013-09-17,PushEvent,134302
2013-09-17,CreateEvent,30128
2013-09-17,CommitCommentEvent,2303
2013-09-17,GollumEvent,4478
2013-09-17,IssuesEvent,15457
2013-09-17,DeleteEvent,2419
2013-09-17,ForkEvent,10601
2013-09-17,MemberEvent,1323
2013-09-17,FollowEvent,7928
2013-09-18,CreateEvent,29720
2013-09-18,IssuesEvent,13396
2013-09-18,PullRequestEvent,10909
2013-09-18,PushEvent,132458
2013-09-18,GollumEvent,4533
2013-09-18,PublicEvent,243
2013-09-18,WatchEvent,23675
2013-09-18,FollowEvent,7880
2013-09-18,PullRequestReviewCommentEvent,3390
2013-09-18,ForkEvent,10427
2013-09-18,ReleaseEvent,402
2013-09-18,DeleteEvent,2303
2013-09-18,CommitCommentEvent,2536
2013-09-18,MemberEvent,1287
2013-09-18,IssueCommentEvent,22827
2013-09-18,GistEvent,3725
2013-09-19,MemberEvent,1085
2013-09-19,IssuesEvent,11556
2013-09-19,PushEvent,111347
2013-09-19,PullRequestEvent,9422
2013-09-19,DeleteEvent,1896
2013-09-19,PublicEvent,202
2013-09-19,GollumEvent,3457
2013-09-19,GistEvent,3247
2013-09-19,PullRequestReviewCommentEvent,2632
2013-09-19,ReleaseEvent,370
2013-09-19,WatchEvent,18744
2013-09-19,IssueCommentEvent,19526
2013-09-19,CreateEvent,24248
2013-09-19,CommitCommentEvent,2183
2013-09-19,FollowEvent,6462
2013-09-19,ForkEvent,7912
2013-09-20,WatchEvent,22890
2013-09-20,PushEvent,122164
2013-09-20,GistEvent,3389
2013-09-20,FollowEvent,7503
2013-09-20,IssueCommentEvent,22346
2013-09-20,PullRequestEvent,10033
2013-09-20,CommitCommentEvent,2381
2013-09-20,ForkEvent,9631
2013-09-20,PublicEvent,225
2013-09-20,DeleteEvent,2114
2013-09-20,IssuesEvent,12861
2013-09-20,PullRequestReviewCommentEvent,2954
2013-09-20,MemberEvent,1136
2013-09-20,ReleaseEvent,430
2013-09-20,CreateEvent,26690
2013-09-20,GollumEvent,3718
2013-09-21,WatchEvent,16138
2013-09-21,GistEvent,2083
2013-09-21,IssuesEvent,9620
2013-09-21,IssueCommentEvent,13213
2013-09-21,DeleteEvent,1262
2013-09-21,ForkEvent,7428
2013-09-21,CreateEvent,19220
2013-09-21,CommitCommentEvent,1275
2013-09-21,GollumEvent,2436
2013-09-21,PullRequestEvent,5330
2013-09-21,MemberEvent,1042
2013-09-21,PullRequestReviewCommentEvent,989
2013-09-21,ReleaseEvent,322
2013-09-21,PushEvent,90796
2013-09-21,PublicEvent,135
2013-09-21,FollowEvent,6739
2013-09-22,MemberEvent,644
2013-09-22,GistEvent,2115
2013-09-22,FollowEvent,6960
2013-09-22,IssuesEvent,8463
2013-09-22,DeleteEvent,1300
2013-09-22,PullRequestEvent,5538
2013-09-22,ForkEvent,7909
2013-09-22,CommitCommentEvent,1314
2013-09-22,IssueCommentEvent,12005
2013-09-22,WatchEvent,17332
2013-09-22,PublicEvent,158
2013-09-22,GollumEvent,2951
2013-09-22,CreateEvent,19663
2013-09-22,PushEvent,94958
2013-09-22,PullRequestReviewCommentEvent,1053
2013-09-22,ReleaseEvent,314
2013-09-23,PushEvent,128323
2013-09-23,GollumEvent,3859
2013-09-23,FollowEvent,8421
2013-09-23,ForkEvent,10401
2013-09-23,CreateEvent,28712
2013-09-23,MemberEvent,1276
2013-09-23,PullRequestEvent,10505
2013-09-23,WatchEvent,24695
2013-09-23,GistEvent,3753
2013-09-23,PullRequestReviewCommentEvent,3140
2013-09-23,IssueCommentEvent,23226
2013-09-23,IssuesEvent,14223
2013-09-23,CommitCommentEvent,2298
2013-09-23,PublicEvent,237
2013-09-23,DeleteEvent,2207
2013-09-23,ReleaseEvent,435
2013-09-24,ForkEvent,11635
2013-09-24,ReleaseEvent,445
2013-09-24,PushEvent,135941
2013-09-24,PullRequestEvent,11226
2013-09-24,GistEvent,3982
2013-09-24,MemberEvent,1388
2013-09-24,PullRequestReviewCommentEvent,2847
2013-09-24,DeleteEvent,2262
2013-09-24,CreateEvent,30700
2013-09-24,FollowEvent,9126
2013-09-24,IssuesEvent,17922
2013-09-24,CommitCommentEvent,2486
2013-09-24,IssueCommentEvent,31056
2013-09-24,WatchEvent,25636
2013-09-24,GollumEvent,3982
2013-09-24,PublicEvent,239
2013-09-25,IssueCommentEvent,25386
2013-09-25,GistEvent,3975
2013-09-25,GollumEvent,4336
2013-09-25,PullRequestEvent,11410
2013-09-25,MemberEvent,1323
2013-09-25,DeleteEvent,2277
2013-09-25,IssuesEvent,14538
2013-09-25,ForkEvent,11198
2013-09-25,PublicEvent,279
2013-09-25,CommitCommentEvent,2309
2013-09-25,CreateEvent,30526
2013-09-25,PullRequestReviewCommentEvent,3113
2013-09-25,FollowEvent,10791
2013-09-25,PushEvent,133675
2013-09-25,ReleaseEvent,524
2013-09-25,WatchEvent,25819
2013-09-26,GollumEvent,4354
2013-09-26,GistEvent,4137
2013-09-26,MemberEvent,1514
2013-09-26,FollowEvent,8567
2013-09-26,ForkEvent,11248
2013-09-26,DeleteEvent,2228
2013-09-26,PublicEvent,267
2013-09-26,IssuesEvent,13628
2013-09-26,WatchEvent,25043
2013-09-26,CreateEvent,30565
2013-09-26,PullRequestReviewCommentEvent,3397
2013-09-26,IssueCommentEvent,23399
2013-09-26,PushEvent,132061
2013-09-26,CommitCommentEvent,2540
2013-09-26,ReleaseEvent,575
2013-09-26,PullRequestEvent,11457
2013-09-27,ReleaseEvent,465
2013-09-27,PullRequestReviewCommentEvent,2867
2013-09-27,CommitCommentEvent,2187
2013-09-27,CreateEvent,28994
2013-09-27,PublicEvent,230
2013-09-27,PullRequestEvent,11232
2013-09-27,IssueCommentEvent,23351
2013-09-27,GistEvent,3875
2013-09-27,GollumEvent,3813
2013-09-27,ForkEvent,10520
2013-09-27,DeleteEvent,2238
2013-09-27,MemberEvent,1363
2013-09-27,PushEvent,128186
2013-09-27,IssuesEvent,14727
2013-09-27,WatchEvent,23824
2013-09-27,FollowEvent,8393
2013-09-28,DeleteEvent,1595
2013-09-28,PushEvent,87860
2013-09-28,GollumEvent,2409
2013-09-28,PublicEvent,149
2013-09-28,PullRequestEvent,5539
2013-09-28,ForkEvent,7248
2013-09-28,CommitCommentEvent,1317
2013-09-28,WatchEvent,17193
2013-09-28,GistEvent,2388
2013-09-28,IssuesEvent,10500
2013-09-28,MemberEvent,1156
2013-09-28,PullRequestReviewCommentEvent,1244
2013-09-28,ReleaseEvent,336
2013-09-28,CreateEvent,19787
2013-09-28,IssueCommentEvent,15077
2013-09-28,FollowEvent,6621
2013-09-29,CommitCommentEvent,1302
2013-09-29,IssuesEvent,9267
2013-09-29,FollowEvent,6945
2013-09-29,PullRequestReviewCommentEvent,1192
2013-09-29,ReleaseEvent,333
2013-09-29,MemberEvent,933
2013-09-29,CreateEvent,20488
2013-09-29,PublicEvent,169
2013-09-29,WatchEvent,17412
2013-09-29,IssueCommentEvent,11874
2013-09-29,PushEvent,102239
2013-09-29,PullRequestEvent,6049
2013-09-29,ForkEvent,7943
2013-09-29,DeleteEvent,2363
2013-09-29,GistEvent,2135
2013-09-29,GollumEvent,3112
2013-09-30,IssuesEvent,19755
2013-09-30,FollowEvent,8724
2013-09-30,GistEvent,3777
2013-09-30,PushEvent,133482
2013-09-30,IssueCommentEvent,32318
2013-09-30,ReleaseEvent,542
2013-09-30,PublicEvent,230
2013-09-30,CommitCommentEvent,2129
2013-09-30,DeleteEvent,4169
2013-09-30,WatchEvent,24211
2013-09-30,GollumEvent,4308
2013-09-30,PullRequestReviewCommentEvent,3192
2013-09-30,MemberEvent,1651
2013-09-30,PullRequestEvent,11714
2013-09-30,ForkEvent,10565
2013-09-30,CreateEvent,30256
2013-10-01,IssueCommentEvent,26200
2013-10-01,PullRequestEvent,11615
2013-10-01,GistEvent,3746
2013-10-01,DeleteEvent,3864
2013-10-01,PushEvent,130696
2013-10-01,CommitCommentEvent,2322
2013-10-01,GollumEvent,4202
2013-10-01,IssuesEvent,15792
2013-10-01,WatchEvent,22375
2013-10-01,PullRequestReviewCommentEvent,3339
2013-10-01,CreateEvent,29046
2013-10-01,ReleaseEvent,515
2013-10-01,FollowEvent,7300
2013-10-01,ForkEvent,10438
2013-10-01,MemberEvent,1598
2013-10-01,PublicEvent,218
2013-10-02,GollumEvent,4198
2013-10-02,IssuesEvent,16243
2013-10-02,PublicEvent,281
2013-10-02,ForkEvent,9334
2013-10-02,PushEvent,142102
2013-10-02,IssueCommentEvent,27584
2013-10-02,MemberEvent,1600
2013-10-02,PullRequestEvent,13354
2013-10-02,ReleaseEvent,445
2013-10-02,FollowEvent,4928
2013-10-02,GistEvent,3771
2013-10-02,CreateEvent,31004
2013-10-02,CommitCommentEvent,2371
2013-10-02,WatchEvent,22467
2013-10-02,DeleteEvent,6100
2013-10-02,PullRequestReviewCommentEvent,3413
2013-10-03,CreateEvent,30106
2013-10-03,GollumEvent,3580
2013-10-03,DeleteEvent,4533
2013-10-03,CommitCommentEvent,2110
2013-10-03,GistEvent,3834
2013-10-03,PullRequestEvent,11372
2013-10-03,IssueCommentEvent,20850
2013-10-03,IssuesEvent,12817
2013-10-03,PublicEvent,246
2013-10-03,ReleaseEvent,439
2013-10-03,PullRequestReviewCommentEvent,2872
2013-10-03,ForkEvent,9566
2013-10-03,WatchEvent,21638
2013-10-03,MemberEvent,2587
2013-10-03,PushEvent,148859
2013-10-03,FollowEvent,4745
2013-10-04,DeleteEvent,3789
2013-10-04,PullRequestEvent,10970
2013-10-04,PublicEvent,197
2013-10-04,CommitCommentEvent,1953
2013-10-04,PushEvent,157842
2013-10-04,GistEvent,3554
2013-10-04,PullRequestReviewCommentEvent,3060
2013-10-04,MemberEvent,1516
2013-10-04,WatchEvent,21935
2013-10-04,GollumEvent,4060
2013-10-04,IssuesEvent,13861
2013-10-04,IssueCommentEvent,21627
2013-10-04,CreateEvent,28155
2013-10-04,FollowEvent,4740
2013-10-04,ForkEvent,8737
2013-10-04,ReleaseEvent,480
2013-10-05,CreateEvent,20067
2013-10-05,DeleteEvent,2206
2013-10-05,WatchEvent,14757
2013-10-05,IssueCommentEvent,11946
2013-10-05,CommitCommentEvent,1313
2013-10-05,ForkEvent,6019
2013-10-05,PushEvent,110107
2013-10-05,IssuesEvent,7741
2013-10-05,PullRequestReviewCommentEvent,1089
2013-10-05,FollowEvent,3153
2013-10-05,GollumEvent,2515
2013-10-05,PublicEvent,135
2013-10-05,MemberEvent,1302
2013-10-05,GistEvent,2472
2013-10-05,PullRequestEvent,6151
2013-10-05,ReleaseEvent,313
2013-10-06,DeleteEvent,2210
2013-10-06,GistEvent,2501
2013-10-06,IssuesEvent,7764
2013-10-06,WatchEvent,16078
2013-10-06,CreateEvent,20392
2013-10-06,IssueCommentEvent,11988
2013-10-06,PullRequestEvent,5994
2013-10-06,MemberEvent,777
2013-10-06,GollumEvent,2991
2013-10-06,ForkEvent,5949
2013-10-06,ReleaseEvent,335
2013-10-06,PublicEvent,163
2013-10-06,PullRequestReviewCommentEvent,1212
2013-10-06,CommitCommentEvent,1304
2013-10-06,FollowEvent,3338
2013-10-06,PushEvent,121482
2013-10-07,PullRequestReviewCommentEvent,2935
2013-10-07,ForkEvent,9514
2013-10-07,IssueCommentEvent,23081
2013-10-07,FollowEvent,4856
2013-10-07,DeleteEvent,5008
2013-10-07,MemberEvent,1771
2013-10-07,WatchEvent,22748
2013-10-07,PullRequestEvent,11812
2013-10-07,CreateEvent,30340
2013-10-07,GollumEvent,4440
2013-10-07,IssuesEvent,13801
2013-10-07,PushEvent,136997
2013-10-07,GistEvent,4112
2013-10-07,ReleaseEvent,566
2013-10-07,PublicEvent,233
2013-10-07,CommitCommentEvent,2163
2013-10-08,PublicEvent,266
2013-10-08,DeleteEvent,4351
2013-10-08,IssueCommentEvent,24387
2013-10-08,CommitCommentEvent,2352
2013-10-08,MemberEvent,1895
2013-10-08,FollowEvent,5760
2013-10-08,PullRequestReviewCommentEvent,3491
2013-10-08,PushEvent,141907
2013-10-08,WatchEvent,24809
