times,type,counts
2013-07-07,IssueCommentEvent,10291
2013-07-07,PullRequestReviewCommentEvent,835
2013-07-07,PublicEvent,154
2013-07-07,IssuesEvent,7191
2013-07-07,PullRequestEvent,4299
2013-07-07,ForkEvent,6477
2013-07-07,GollumEvent,2540
2013-07-07,CommitCommentEvent,1214
2013-07-07,CreateEvent,17957
2013-07-07,DownloadEvent,1
2013-07-07,GistEvent,596
2013-07-08,DeleteEvent,1966
2013-07-08,DownloadEvent,4
2013-07-08,PullRequestReviewCommentEvent,2780
2013-07-08,ForkEvent,10984
2013-07-08,GistEvent,1267
2013-07-08,MemberEvent,941
2013-07-08,PullRequestEvent,9214
2013-07-08,WatchEvent,24792
2013-07-08,CommitCommentEvent,2486
2013-07-08,FollowEvent,4261
2013-07-08,PushEvent,119174
2013-07-08,GollumEvent,4017
2013-07-08,IssuesEvent,13029
2013-07-08,PublicEvent,302
2013-07-08,IssueCommentEvent,20838
2013-07-08,CreateEvent,26468
2013-07-08,ReleaseEvent,524
2013-07-09,MemberEvent,988
2013-07-09,FollowEvent,4597
2013-07-09,ReleaseEvent,539
2013-07-09,PullRequestEvent,9874
2013-07-09,GistEvent,1113
2013-07-09,CommitCommentEvent,2409
2013-07-09,IssueCommentEvent,21911
2013-07-09,WatchEvent,23749
2013-07-09,PublicEvent,300
2013-07-09,DownloadEvent,4
2013-07-09,ForkEvent,11857
2013-07-09,PushEvent,131227
2013-07-09,GollumEvent,4256
2013-07-09,PullRequestReviewCommentEvent,2881
2013-07-09,IssuesEvent,13127
2013-07-09,CreateEvent,29926
2013-07-09,DeleteEvent,2120
2013-07-10,GistEvent,1064
2013-07-10,IssuesEvent,12707
2013-07-10,CreateEvent,31768
2013-07-10,ReleaseEvent,505
2013-07-10,PushEvent,135699
2013-07-10,DownloadEvent,6
2013-07-10,CommitCommentEvent,2574
2013-07-10,PullRequestEvent,9754
2013-07-10,ForkEvent,13236
2013-07-10,GollumEvent,4844
2013-07-10,DeleteEvent,2192
2013-07-10,PullRequestReviewCommentEvent,3002
2013-07-10,MemberEvent,1007
2013-07-10,PublicEvent,284
2013-07-10,WatchEvent,23226
2013-07-10,IssueCommentEvent,21918
2013-07-10,FollowEvent,5438
2013-07-11,CreateEvent,29395
2013-07-11,PublicEvent,244
2013-07-11,ReleaseEvent,422
2013-07-11,PullRequestEvent,9561
2013-07-11,PushEvent,132835
2013-07-11,ForkEvent,12039
2013-07-11,GollumEvent,4132
2013-07-11,DownloadEvent,2
2013-07-11,GistEvent,1004
2013-07-11,MemberEvent,973
2013-07-11,IssuesEvent,13038
2013-07-11,CommitCommentEvent,2283
2013-07-11,PullRequestReviewCommentEvent,3253
2013-07-11,DeleteEvent,2093
2013-07-11,IssueCommentEvent,23566
2013-07-11,FollowEvent,5103
2013-07-11,WatchEvent,22005
2013-07-12,PushEvent,120790
2013-07-12,ReleaseEvent,397
2013-07-12,DeleteEvent,1940
2013-07-12,MemberEvent,911
2013-07-12,PublicEvent,249
2013-07-12,IssueCommentEvent,20078
2013-07-12,CreateEvent,24920
2013-07-12,GollumEvent,3657
2013-07-12,PullRequestReviewCommentEvent,2834
2013-07-12,WatchEvent,20528
2013-07-12,ForkEvent,9986
2013-07-12,GistEvent,1038
2013-07-12,CommitCommentEvent,2058
2013-07-12,FollowEvent,4629
2013-07-12,PullRequestEvent,8804
2013-07-12,IssuesEvent,12179
2013-07-13,PushEvent,78248
2013-07-13,IssuesEvent,6428
2013-07-13,PullRequestReviewCommentEvent,1065
2013-07-13,FollowEvent,3412
2013-07-13,CreateEvent,16477
2013-07-13,DeleteEvent,1009
2013-07-13,GistEvent,587
2013-07-13,GollumEvent,2316
2013-07-13,ReleaseEvent,300
2013-07-13,WatchEvent,13070
2013-07-13,PublicEvent,131
2013-07-13,PullRequestEvent,4226
2013-07-13,ForkEvent,6273
2013-07-13,CommitCommentEvent,1159
2013-07-13,MemberEvent,683
2013-07-13,IssueCommentEvent,9992
2013-07-14,CreateEvent,17496
2013-07-14,IssueCommentEvent,11052
2013-07-14,PullRequestReviewCommentEvent,817
2013-07-14,ReleaseEvent,304
2013-07-14,PullRequestEvent,4000
2013-07-14,GistEvent,488
2013-07-14,IssuesEvent,7797
2013-07-14,WatchEvent,13634
2013-07-14,ForkEvent,6055
2013-07-14,PublicEvent,129
2013-07-14,DeleteEvent,1048
2013-07-14,PushEvent,83055
2013-07-14,FollowEvent,3131
2013-07-14,GollumEvent,2825
2013-07-14,MemberEvent,441
2013-07-14,CommitCommentEvent,1361
2013-07-15,WatchEvent,22810
2013-07-15,IssueCommentEvent,23810
2013-07-15,FollowEvent,4895
2013-07-15,ReleaseEvent,377
2013-07-15,PushEvent,128485
2013-07-15,CommitCommentEvent,2365
2013-07-15,ForkEvent,10129
2013-07-15,PullRequestEvent,9102
2013-07-15,DeleteEvent,1951
2013-07-15,GollumEvent,3421
2013-07-15,MemberEvent,1004
2013-07-15,PullRequestReviewCommentEvent,2740
2013-07-15,GistEvent,1097
2013-07-15,PublicEvent,205
2013-07-15,IssuesEvent,14001
2013-07-15,CreateEvent,26861
2013-07-16,PushEvent,127685
2013-07-16,CreateEvent,28157
2013-07-16,CommitCommentEvent,2735
2013-07-16,ReleaseEvent,350
2013-07-16,PullRequestEvent,10040
2013-07-16,PublicEvent,234
2013-07-16,PullRequestReviewCommentEvent,3286
2013-07-16,WatchEvent,23754
2013-07-16,ForkEvent,10624
2013-07-16,DeleteEvent,2079
2013-07-16,MemberEvent,1143
2013-07-16,FollowEvent,6581
2013-07-16,GistEvent,1132
2013-07-16,GollumEvent,3915
2013-07-16,IssueCommentEvent,21993
2013-07-16,IssuesEvent,12778
2013-07-17,GistEvent,1298
2013-07-17,PublicEvent,237
2013-07-17,IssuesEvent,13896
2013-07-17,MemberEvent,966
2013-07-17,PullRequestReviewCommentEvent,3205
2013-07-17,FollowEvent,5367
2013-07-17,PullRequestEvent,10073
2013-07-17,ReleaseEvent,377
2013-07-17,PushEvent,127716
2013-07-17,CreateEvent,28487
2013-07-17,GollumEvent,4496
2013-07-17,ForkEvent,11360
2013-07-17,DeleteEvent,2093
2013-07-17,CommitCommentEvent,2762
2013-07-17,IssueCommentEvent,22507
2013-07-17,WatchEvent,22746
2013-07-18,PublicEvent,263
2013-07-18,PullRequestEvent,10422
2013-07-18,FollowEvent,6124
2013-07-18,GistEvent,1101
2013-07-18,MemberEvent,1003
2013-07-18,ReleaseEvent,425
2013-07-18,PullRequestReviewCommentEvent,2685
2013-07-18,CreateEvent,27691
2013-07-18,IssuesEvent,12839
2013-07-18,IssueCommentEvent,22421
2013-07-18,CommitCommentEvent,2390
2013-07-18,GollumEvent,3824
2013-07-18,WatchEvent,23638
2013-07-18,PushEvent,128511
2013-07-18,ForkEvent,10675
2013-07-18,DeleteEvent,2122
2013-07-19,DeleteEvent,1918
2013-07-19,ReleaseEvent,390
2013-07-19,GollumEvent,3279
2013-07-19,WatchEvent,21224
2013-07-19,IssueCommentEvent,20328
2013-07-19,CreateEvent,25718
2013-07-19,FollowEvent,5034
2013-07-19,MemberEvent,907
2013-07-19,PublicEvent,274
2013-07-19,PullRequestEvent,9443
2013-07-19,CommitCommentEvent,2078
2013-07-19,GistEvent,1218
2013-07-19,PushEvent,120865
2013-07-19,IssuesEvent,11877
2013-07-19,PullRequestReviewCommentEvent,2832
2013-07-19,ForkEvent,9434
2013-07-20,ForkEvent,5906
2013-07-20,DeleteEvent,1039
2013-07-20,IssueCommentEvent,10607
2013-07-20,WatchEvent,13132
2013-07-20,ReleaseEvent,331
2013-07-20,MemberEvent,664
2013-07-20,CommitCommentEvent,1053
2013-07-20,FollowEvent,3159
2013-07-20,PullRequestReviewCommentEvent,978
2013-07-20,PushEvent,79828
2013-07-20,CreateEvent,17607
2013-07-20,PullRequestEvent,4410
2013-07-20,GollumEvent,2523
2013-07-20,PublicEvent,102
2013-07-20,GistEvent,627
2013-07-20,IssuesEvent,6965
2013-07-21,IssueCommentEvent,10582
2013-07-21,PullRequestEvent,4335
2013-07-21,MemberEvent,427
2013-07-21,GollumEvent,2497
2013-07-21,IssuesEvent,7724
2013-07-21,FollowEvent,3108
2013-07-21,ForkEvent,5993
2013-07-21,GistEvent,510
2013-07-21,CreateEvent,16500
2013-07-21,CommitCommentEvent,1074
2013-07-21,PushEvent,80284
2013-07-21,PullRequestReviewCommentEvent,907
2013-07-21,PublicEvent,114
2013-07-21,DeleteEvent,1057
2013-07-21,WatchEvent,14334
2013-07-21,ReleaseEvent,248
2013-07-22,WatchEvent,23091
2013-07-22,IssuesEvent,12516
2013-07-22,CommitCommentEvent,2278
2013-07-22,PullRequestEvent,9445
2013-07-22,CreateEvent,25812
2013-07-22,ForkEvent,10856
2013-07-22,PullRequestReviewCommentEvent,2763
2013-07-22,ReleaseEvent,317
2013-07-22,MemberEvent,964
2013-07-22,IssueCommentEvent,21256
2013-07-22,GollumEvent,3675
2013-07-22,GistEvent,905
2013-07-22,FollowEvent,5194
2013-07-22,DeleteEvent,1969
2013-07-22,PushEvent,122221
2013-07-22,PublicEvent,208
2013-07-23,PushEvent,130227
2013-07-23,GistEvent,974
2013-07-23,IssueCommentEvent,22428
2013-07-23,ReleaseEvent,359
2013-07-23,DeleteEvent,2067
2013-07-23,IssuesEvent,13333
2013-07-23,WatchEvent,24328
2013-07-23,FollowEvent,5700
2013-07-23,ForkEvent,11274
2013-07-23,PullRequestEvent,10057
2013-07-23,CommitCommentEvent,2341
2013-07-23,PullRequestReviewCommentEvent,2860
2013-07-23,PublicEvent,234
2013-07-23,CreateEvent,28289
2013-07-23,MemberEvent,1048
2013-07-23,GollumEvent,4252
2013-07-24,ReleaseEvent,483
2013-07-24,WatchEvent,22316
2013-07-24,GistEvent,1010
2013-07-24,MemberEvent,1126
2013-07-24,PullRequestReviewCommentEvent,3404
2013-07-24,CreateEvent,29755
2013-07-24,DeleteEvent,2090
2013-07-24,PushEvent,125863
2013-07-24,PullRequestEvent,10100
2013-07-24,GollumEvent,3632
2013-07-24,ForkEvent,10434
2013-07-24,CommitCommentEvent,2573
2013-07-24,FollowEvent,6130
2013-07-24,IssueCommentEvent,22219
2013-07-24,PublicEvent,217
2013-07-24,IssuesEvent,14115
2013-07-25,IssuesEvent,13588
2013-07-25,ForkEvent,10504
2013-07-25,ReleaseEvent,430
2013-07-25,IssueCommentEvent,22559
2013-07-25,GollumEvent,3815
2013-07-25,PublicEvent,194
2013-07-25,PullRequestEvent,9844
2013-07-25,FollowEvent,5564
2013-07-25,CommitCommentEvent,2366
2013-07-25,GistEvent,1096
2013-07-25,MemberEvent,1019
2013-07-25,WatchEvent,22244
2013-07-25,PushEvent,123754
2013-07-25,DeleteEvent,2059
2013-07-25,CreateEvent,28502
2013-07-25,PullRequestReviewCommentEvent,2991
2013-07-26,GollumEvent,3652
2013-07-26,PublicEvent,212
2013-07-26,CommitCommentEvent,2167
2013-07-26,DeleteEvent,1925
2013-07-26,ReleaseEvent,430
2013-07-26,PullRequestReviewCommentEvent,2890
2013-07-26,PullRequestEvent,9336
2013-07-26,ForkEvent,9643
2013-07-26,IssueCommentEvent,20809
2013-07-26,WatchEvent,22368
2013-07-26,MemberEvent,973
2013-07-26,IssuesEvent,12088
2013-07-26,CreateEvent,27157
2013-07-26,FollowEvent,5654
2013-07-26,PushEvent,116872
2013-07-26,GistEvent,929
2013-07-27,CommitCommentEvent,1315
2013-07-27,PublicEvent,109
2013-07-27,WatchEvent,14256
2013-07-27,IssuesEvent,8338
2013-07-27,FollowEvent,3228
2013-07-27,IssueCommentEvent,11429
2013-07-27,PullRequestEvent,4897
2013-07-27,PushEvent,77351
2013-07-27,PullRequestReviewCommentEvent,940
2013-07-27,ForkEvent,6381
2013-07-27,GistEvent,1074
2013-07-27,DeleteEvent,1078
2013-07-27,CreateEvent,17785
2013-07-27,ReleaseEvent,285
2013-07-27,GollumEvent,2407
2013-07-27,MemberEvent,641
2013-07-28,WatchEvent,14272
2013-07-28,DeleteEvent,1056
2013-07-28,CommitCommentEvent,1249
2013-07-28,PullRequestReviewCommentEvent,966
2013-07-28,ForkEvent,5835
2013-07-28,PushEvent,80072
2013-07-28,PullRequestEvent,4503
2013-07-28,MemberEvent,512
2013-07-28,FollowEvent,2865
2013-07-28,GistEvent,909
2013-07-28,CreateEvent,17593
2013-07-28,IssueCommentEvent,11956
2013-07-28,ReleaseEvent,276
2013-07-28,IssuesEvent,8666
2013-07-28,PublicEvent,150
2013-07-28,GollumEvent,2423
2013-07-29,PullRequestReviewCommentEvent,2740
2013-07-29,PushEvent,118024
2013-07-29,ReleaseEvent,406
2013-07-29,CommitCommentEvent,2131
2013-07-29,PullRequestEvent,9506
2013-07-29,FollowEvent,5060
2013-07-29,GollumEvent,4032
2013-07-29,ForkEvent,9959
2013-07-29,DeleteEvent,2009
2013-07-29,PublicEvent,217
2013-07-29,IssuesEvent,12575
2013-07-29,MemberEvent,908
2013-07-29,WatchEvent,22783
2013-07-29,CreateEvent,26762
2013-07-29,IssueCommentEvent,21593
2013-07-29,GistEvent,893
2013-07-30,ReleaseEvent,416
2013-07-30,PullRequestEvent,10371
2013-07-30,CommitCommentEvent,2381
2013-07-30,PullRequestReviewCommentEvent,3631
2013-07-30,GistEvent,1163
2013-07-30,CreateEvent,27697
2013-07-30,IssuesEvent,14802
2013-07-30,GollumEvent,4395
2013-07-30,IssueCommentEvent,22883
2013-07-30,ForkEvent,10673
2013-07-30,PushEvent,127233
2013-07-30,PublicEvent,231
2013-07-30,DeleteEvent,2073
2013-07-30,MemberEvent,1080
2013-07-30,FollowEvent,5196
2013-07-30,WatchEvent,25080
2013-07-31,CommitCommentEvent,2490
2013-07-31,CreateEvent,27671
2013-07-31,MemberEvent,1057
2013-07-31,IssuesEvent,13728
2013-07-31,PullRequestEvent,10382
2013-07-31,IssueCommentEvent,22363
2013-07-31,PublicEvent,203
2013-07-31,PushEvent,126069
2013-07-31,GollumEvent,4206
2013-07-31,ReleaseEvent,387
2013-07-31,ForkEvent,10446
2013-07-31,WatchEvent,24394
2013-07-31,DeleteEvent,2128
2013-07-31,GistEvent,977
2013-07-31,PullRequestReviewCommentEvent,3332
2013-07-31,FollowEvent,4959
2013-08-01,PushEvent,123806
2013-08-01,IssueCommentEvent,21921
2013-08-01,PublicEvent,194
2013-08-01,PullRequestReviewCommentEvent,2793
2013-08-01,WatchEvent,23699
2013-08-01,IssuesEvent,13035
2013-08-01,PullRequestEvent,10216
2013-08-01,FollowEvent,1055
2013-08-01,GistEvent,1405
2013-08-01,CreateEvent,28282
2013-08-01,DeleteEvent,2095
2013-08-01,ForkEvent,11213
2013-08-01,ReleaseEvent,381
2013-08-01,MemberEvent,980
2013-08-01,GollumEvent,4069
2013-08-01,CommitCommentEvent,2243
2013-08-02,PushEvent,117287
2013-08-02,IssueCommentEvent,20304
2013-08-02,PullRequestEvent,9449
2013-08-02,DeleteEvent,1918
2013-08-02,GollumEvent,3457
2013-08-02,ForkEvent,10559
2013-08-02,PublicEvent,217
2013-08-02,PullRequestReviewCommentEvent,2371
2013-08-02,IssuesEvent,12816
2013-08-02,ReleaseEvent,469
2013-08-02,WatchEvent,23774
2013-08-02,MemberEvent,1002
2013-08-02,GistEvent,1278
2013-08-02,CommitCommentEvent,1902
2013-08-02,CreateEvent,25562
2013-08-03,PushEvent,78294
2013-08-03,PublicEvent,126
2013-08-03,CommitCommentEvent,1120
2013-08-03,GollumEvent,3694
2013-08-03,MemberEvent,506
2013-08-03,GistEvent,688
2013-08-03,PullRequestEvent,4872
2013-08-03,FollowEvent,4681
2013-08-03,WatchEvent,15461
2013-08-03,ForkEvent,7100
2013-08-03,IssuesEvent,7038
2013-08-03,DeleteEvent,1265
2013-08-03,PullRequestReviewCommentEvent,877
2013-08-03,IssueCommentEvent,10467
2013-08-03,ReleaseEvent,276
2013-08-03,CreateEvent,18952
2013-08-04,FollowEvent,3500
2013-08-04,ForkEvent,6012
2013-08-04,DeleteEvent,1043
2013-08-04,ReleaseEvent,244
2013-08-04,IssueCommentEvent,10719
2013-08-04,CommitCommentEvent,1226
2013-08-04,PullRequestReviewCommentEvent,970
2013-08-04,WatchEvent,13993
2013-08-04,IssuesEvent,7155
2013-08-04,GollumEvent,4324
2013-08-04,PushEvent,81340
2013-08-04,PublicEvent,117
2013-08-04,PullRequestEvent,4462
2013-08-04,MemberEvent,456
2013-08-04,CreateEvent,18235
2013-08-04,GistEvent,803
2013-08-05,PushEvent,121884
2013-08-05,ReleaseEvent,396
2013-08-05,WatchEvent,22944
2013-08-05,CommitCommentEvent,2269
2013-08-05,PublicEvent,208
2013-08-05,MemberEvent,939
2013-08-05,CreateEvent,27461
2013-08-05,ForkEvent,9590
2013-08-05,PullRequestEvent,9557
2013-08-05,PullRequestReviewCommentEvent,2889
2013-08-05,GollumEvent,3783
2013-08-05,DeleteEvent,2027
2013-08-05,FollowEvent,4989
2013-08-05,IssuesEvent,12581
2013-08-05,GistEvent,1164
2013-08-05,IssueCommentEvent,21610
2013-08-06,PullRequestReviewCommentEvent,2936
2013-08-06,ReleaseEvent,492
2013-08-06,ForkEvent,10035
2013-08-06,DeleteEvent,2141
2013-08-06,CreateEvent,29732
2013-08-06,GistEvent,978
2013-08-06,MemberEvent,944
2013-08-06,FollowEvent,5055
2013-08-06,CommitCommentEvent,2293
2013-08-06,PublicEvent,212
2013-08-06,PushEvent,140598
2013-08-06,IssuesEvent,13983
2013-08-06,IssueCommentEvent,23663
2013-08-06,PullRequestEvent,10256
2013-08-06,WatchEvent,22707
2013-08-06,GollumEvent,4089
2013-08-07,WatchEvent,23060
2013-08-07,ReleaseEvent,453
2013-08-07,GollumEvent,4186
2013-08-07,CreateEvent,30413
2013-08-07,CommitCommentEvent,2497
2013-08-07,GistEvent,1462
2013-08-07,PublicEvent,226
2013-08-07,PullRequestEvent,10995
2013-08-07,IssuesEvent,14517
2013-08-07,PushEvent,135207
2013-08-07,IssueCommentEvent,23501
2013-08-07,PullRequestReviewCommentEvent,3265
2013-08-07,FollowEvent,5623
2013-08-07,DeleteEvent,2252
2013-08-07,ForkEvent,10808
2013-08-07,MemberEvent,968
2013-08-08,ForkEvent,10857
2013-08-08,PushEvent,129595
2013-08-08,IssuesEvent,14108
2013-08-08,CommitCommentEvent,2714
2013-08-08,PullRequestReviewCommentEvent,2979
2013-08-08,MemberEvent,898
2013-08-08,DeleteEvent,2279
2013-08-08,ReleaseEvent,387
2013-08-08,PullRequestEvent,10363
2013-08-08,GollumEvent,4573
2013-08-08,GistEvent,1558
2013-08-08,CreateEvent,28476
2013-08-08,IssueCommentEvent,23125
2013-08-08,PublicEvent,196
2013-08-08,WatchEvent,23460
2013-08-08,FollowEvent,8844
2013-08-09,MemberEvent,894
2013-08-09,CreateEvent,25771
2013-08-09,PullRequestEvent,9381
2013-08-09,FollowEvent,7664
2013-08-09,IssuesEvent,12563
2013-08-09,IssueCommentEvent,20313
2013-08-09,DeleteEvent,2114
2013-08-09,ForkEvent,9976
2013-08-09,PushEvent,118857
2013-08-09,CommitCommentEvent,1993
2013-08-09,ReleaseEvent,377
2013-08-09,PublicEvent,221
2013-08-09,WatchEvent,21620
2013-08-09,PullRequestReviewCommentEvent,2931
2013-08-09,GollumEvent,7753
2013-08-09,GistEvent,1222
2013-08-10,IssueCommentEvent,10931
2013-08-10,FollowEvent,7653
2013-08-10,IssuesEvent,7569
2013-08-10,ReleaseEvent,313
2013-08-10,CreateEvent,17868
2013-08-10,PushEvent,79326
2013-08-10,WatchEvent,14224
2013-08-10,CommitCommentEvent,1049
2013-08-10,GistEvent,705
2013-08-10,PullRequestEvent,4627
2013-08-10,DeleteEvent,1032
2013-08-10,PublicEvent,113
2013-08-10,MemberEvent,533
2013-08-10,ForkEvent,6691
2013-08-10,PullRequestReviewCommentEvent,912
2013-08-10,GollumEvent,4375
2013-08-11,IssuesEvent,7566
2013-08-11,PublicEvent,102
2013-08-11,WatchEvent,15548
2013-08-11,MemberEvent,409
2013-08-11,DeleteEvent,1275
2013-08-11,IssueCommentEvent,11273
2013-08-11,CommitCommentEvent,1324
2013-08-11,GollumEvent,2504
2013-08-11,PullRequestEvent,4774
2013-08-11,PullRequestReviewCommentEvent,990
2013-08-11,ReleaseEvent,273
2013-08-11,CreateEvent,17910
2013-08-11,ForkEvent,6706
2013-08-11,FollowEvent,6685
2013-08-11,GistEvent,553
2013-08-11,PushEvent,84576
2013-08-12,FollowEvent,8658
2013-08-12,CommitCommentEvent,2251
2013-08-12,ReleaseEvent,367
2013-08-12,DeleteEvent,2483
2013-08-12,PublicEvent,185
2013-08-12,PullRequestReviewCommentEvent,2696
2013-08-12,IssuesEvent,12892
2013-08-12,IssueCommentEvent,22134
2013-08-12,WatchEvent,23744
2013-08-12,MemberEvent,815
2013-08-12,ForkEvent,10240
2013-08-12,PullRequestEvent,9873
2013-08-12,PushEvent,121073
2013-08-12,GistEvent,1439
2013-08-12,GollumEvent,3178
2013-08-12,CreateEvent,27072
2013-08-13,CommitCommentEvent,2157
2013-08-13,WatchEvent,25520
2013-08-13,PushEvent,124754
2013-08-13,CreateEvent,28747
2013-08-13,ForkEvent,11261
2013-08-13,MemberEvent,996
2013-08-13,GistEvent,1389
2013-08-13,ReleaseEvent,393
2013-08-13,PullRequestEvent,10509
2013-08-13,GollumEvent,3552
2013-08-13,PublicEvent,225
2013-08-13,FollowEvent,9777
2013-08-13,IssuesEvent,13150
2013-08-13,DeleteEvent,2474
2013-08-13,PullRequestReviewCommentEvent,2980
2013-08-13,IssueCommentEvent,23451
2013-08-14,FollowEvent,8288
2013-08-14,IssueCommentEvent,22870
2013-08-14,PublicEvent,226
2013-08-14,GistEvent,1203
2013-08-14,ForkEvent,11244
2013-08-14,PullRequestEvent,11095
2013-08-14,MemberEvent,935
2013-08-14,PushEvent,125035
2013-08-14,GollumEvent,3689
2013-08-14,IssuesEvent,13142
2013-08-14,WatchEvent,26904
2013-08-14,PullRequestReviewCommentEvent,2743
2013-08-14,DeleteEvent,2544
2013-08-14,CreateEvent,29164
2013-08-14,ReleaseEvent,425
2013-08-14,CommitCommentEvent,2417
2013-08-15,WatchEvent,21995
2013-08-15,PublicEvent,210
2013-08-15,PullRequestEvent,9225
2013-08-15,PullRequestReviewCommentEvent,2493
2013-08-15,GollumEvent,3120
2013-08-15,CommitCommentEvent,2011
2013-08-15,ReleaseEvent,426
2013-08-15,GistEvent,986
2013-08-15,PushEvent,108648
2013-08-15,CreateEvent,25099
2013-08-15,DeleteEvent,2012
2013-08-15,MemberEvent,735
2013-08-15,IssueCommentEvent,19479
2013-08-15,FollowEvent,6786
2013-08-15,IssuesEvent,11480
2013-08-15,ForkEvent,9558
2013-08-16,GollumEvent,3250
2013-08-16,CommitCommentEvent,1944
2013-08-16,CreateEvent,26654
2013-08-16,IssueCommentEvent,20253
2013-08-16,DeleteEvent,2164
2013-08-16,PublicEvent,184
2013-08-16,IssuesEvent,12213
2013-08-16,PullRequestEvent,9515
2013-08-16,MemberEvent,886
2013-08-16,WatchEvent,22762
2013-08-16,ForkEvent,10212
2013-08-16,PushEvent,111030
2013-08-16,FollowEvent,7831
2013-08-16,GistEvent,996
2013-08-16,PullRequestReviewCommentEvent,2354
2013-08-16,ReleaseEvent,349
2013-08-17,CreateEvent,22111
2013-08-17,MemberEvent,555
2013-08-17,GistEvent,745
2013-08-17,ReleaseEvent,280
2013-08-17,FollowEvent,6219
2013-08-17,IssuesEvent,10482
2013-08-17,GollumEvent,2235
2013-08-17,DeleteEvent,2150
2013-08-17,CommitCommentEvent,1127
2013-08-17,IssueCommentEvent,11959
2013-08-17,PushEvent,78689
2013-08-17,PullRequestReviewCommentEvent,846
2013-08-17,WatchEvent,15891
2013-08-17,PublicEvent,95
2013-08-17,PullRequestEvent,4788
2013-08-17,ForkEvent,7545
2013-08-18,PublicEvent,112
2013-08-18,WatchEvent,17128
2013-08-18,IssueCommentEvent,12632
2013-08-18,PushEvent,84077
2013-08-18,ReleaseEvent,240
2013-08-18,GollumEvent,2294
2013-08-18,DeleteEvent,2288
2013-08-18,MemberEvent,469
2013-08-18,GistEvent,1627
2013-08-18,IssuesEvent,8394
2013-08-18,FollowEvent,6304
2013-08-18,ForkEvent,6771
2013-08-18,CommitCommentEvent,1253
2013-08-18,PullRequestEvent,4921
2013-08-18,CreateEvent,21956
2013-08-18,PullRequestReviewCommentEvent,905
2013-08-19,GollumEvent,3963
2013-08-19,PullRequestEvent,10341
2013-08-19,ForkEvent,11649
2013-08-19,PullRequestReviewCommentEvent,3005
2013-08-19,WatchEvent,25809
2013-08-19,PushEvent,121616
2013-08-19,CreateEvent,30473
2013-08-19,ReleaseEvent,423
2013-08-19,IssueCommentEvent,23537
2013-08-19,PublicEvent,223
2013-08-19,CommitCommentEvent,2383
2013-08-19,FollowEvent,8260
2013-08-19,MemberEvent,846
2013-08-19,IssuesEvent,13837
2013-08-19,DeleteEvent,3344
2013-08-19,GistEvent,3305
2013-08-20,CreateEvent,32183
2013-08-20,WatchEvent,26173
2013-08-20,DeleteEvent,3160
2013-08-20,PublicEvent,233
2013-08-20,ForkEvent,10963
2013-08-20,MemberEvent,975
2013-08-20,PushEvent,126139
2013-08-20,CommitCommentEvent,2595
2013-08-20,GollumEvent,3816
2013-08-20,PullRequestReviewCommentEvent,2885
2013-08-20,PullRequestEvent,10796
2013-08-20,FollowEvent,8071
2013-08-20,GistEvent,5040
2013-08-20,IssueCommentEvent,23872
2013-08-20,ReleaseEvent,512
2013-08-20,IssuesEvent,13983
2013-08-21,PublicEvent,214
2013-08-21,PullRequestReviewCommentEvent,3222
2013-08-21,GollumEvent,3954
2013-08-21,FollowEvent,8085
2013-08-21,ForkEvent,11392
2013-08-21,DeleteEvent,3184
2013-08-21,GistEvent,4357
2013-08-21,PullRequestEvent,11357
2013-08-21,IssueCommentEvent,23379
2013-08-21,CreateEvent,31345
2013-08-21,ReleaseEvent,490
2013-08-21,MemberEvent,891
2013-08-21,PushEvent,128240
2013-08-21,CommitCommentEvent,2471
2013-08-21,IssuesEvent,14803
2013-08-21,WatchEvent,27941
2013-08-22,MemberEvent,879
2013-08-22,ForkEvent,10825
2013-08-22,CommitCommentEvent,2469
2013-08-22,GistEvent,3955
2013-08-22,DeleteEvent,2879
2013-08-22,GollumEvent,4030
2013-08-22,PublicEvent,270
2013-08-22,PushEvent,125658
2013-08-22,IssuesEvent,17057
2013-08-22,ReleaseEvent,391
2013-08-22,CreateEvent,31012
2013-08-22,FollowEvent,7807
2013-08-22,PullRequestEvent,10495
2013-08-22,WatchEvent,24761
2013-08-22,IssueCommentEvent,25347
2013-08-22,PullRequestReviewCommentEvent,3278
2013-08-23,PublicEvent,169
2013-08-23,CreateEvent,29247
2013-08-23,DeleteEvent,2837
2013-08-23,PushEvent,117214
2013-08-23,PullRequestReviewCommentEvent,2939
2013-08-23,FollowEvent,7711
2013-08-23,PullRequestEvent,9693
2013-08-23,ForkEvent,10268
2013-08-23,CommitCommentEvent,2079
2013-08-23,IssuesEvent,12899
2013-08-23,IssueCommentEvent,20555
2013-08-23,MemberEvent,888
2013-08-23,GistEvent,3457
2013-08-23,WatchEvent,24196
2013-08-23,ReleaseEvent,376
2013-08-23,GollumEvent,3636
2013-08-24,CommitCommentEvent,1257
2013-08-24,FollowEvent,5839
2013-08-24,PushEvent,80942
2013-08-24,CreateEvent,21068
2013-08-24,ForkEvent,6883
2013-08-24,ReleaseEvent,261
2013-08-24,WatchEvent,16114
2013-08-24,PublicEvent,140
2013-08-24,PullRequestEvent,4724
2013-08-24,DeleteEvent,2115
2013-08-24,GollumEvent,2067
2013-08-24,MemberEvent,608
2013-08-24,PullRequestReviewCommentEvent,805
2013-08-24,GistEvent,2157
2013-08-24,IssuesEvent,7968
